JANTINA,POSKOD_R,BAYARAN ZAKAT KESELURUHAN
P,43100,1000
P,52000,169
P,62200,680
P,43000,2400
L,59100,6360.95
L,62150,1200
P,68100,1340
P,,2820
P,43300,1202
L,47000,360
P,43900,4800
P,53100,15091
P,68000,6000
L,68000,6000
L,40150,6000
P,48020,2900
L,,120000
L,,9720
P,50600,1300
L,43650,4000
P,40150,16876.17
P,62502,394
L,43000,7200
P,54200,2500
P,62050,910
L,56000,3750
L,43000,972
P,51200,200
L,53300,20450.9
P,68100,285
P,11700,4800
L,56100,420
P,68000,3600
L,40000,400
L,56000,750
L,43200,10000
P,54200,1100
P,47301,13000
L,70450,4200
P,43000,640
L,43000,9037.5
P,32040,420
P,55100,910
L,59200,520
P,68000,600
L,60000,1209
L,40150,600
P,43000,1316
L,47650,6500
L,,420
P,43000,3250
L,40150,640
L,47600,3600
P,40160,23000
L,43200,950
L,40000,851.5
L,47100,2000
P,46350,840
P,68100,950
P,,220
L,30020,700
L,,240
L,80050,120
P,40150,1200
P,,3600
P,53300,720
P,,130
P,56000,3000
L,40170,2500
L,57000,1208
P,,310
L,56100,7125
P,43200,2328
P,43300,2837.65
P,60000,15895
P,84900,151
L,46000,2640
P,71050,2500
L,47180,1320
L,56100,360
P,43000,3048
P,40100,2333.3
P,48200,1248
L,40170,3000
P,43200,1070.04
P,53300,2870
L,2700,500
L,,750
P,53300,875
P,51000,732
L,71800,1300
P,57100,12000
P,68000,16500
P,50490,9064.3
P,53100,300
L,,45
P,68000,735
L,43000,14000
L,52100,2000
L,50300,1000
P,56000,7717.15
L,93250,260
P,51200,300
P,40100,1020
L,55100,4000
P,,360
L,56000,270
P,51100,1700
L,43000,3360
L,68000,2550
P,68000,4800
L,50480,5928
P,56100,960
P,62250,4600
P,43300,240
L,47100,16045.3
L,53300,120
L,43000,1250
P,56000,7267
L,,40
L,55100,1350
L,28400,8000
P,54200,54
L,54800,60
L,53100,1080
P,68000,1800
L,84000,14400
P,,180
P,43900,724.65
L,87027,3010
L,43000,1180
,43000,13200
L,47650,500
L,87000,235
P,68100,948
,,792
L,47500,10800
L,40150,600
L,,22000
P,48010,10235.9
L,62200,3700
,,10769.2
P,,260
L,47800,5806.97
L,,330
P,68000,2000
L,48000,36102.45
P,,2800
L,,10852.7
L,43200,12000
P,43650,1955
L,47410,2500
L,79100,12000
P,43000,38688.55
L,60000,3825
L,43000,4680
L,50250,42021.55
P,71700,14400
P,43000,400
L,,6000
L,5300,12000
P,50480,4300
P,56100,4510
L,43500,240
P,56000,2380
P,40000,1880
P,68000,2900
L,51200,2400
L,56000,19418
L,47120,12600
L,87000,3000
P,50480,25000
L,40460,11042
L,43650,24132
L,43000,40
L,48300,720
P,58000,9082.47
L,41050,1400.64
P,52200,1200
P,68000,10
P,54200,16070
P,60000,2500
P,48000,2600
P,47180,13150
L,71800,660
P,43200,22800
L,53100,3200
P,68100,400
L,54200,180
L,32040,90
P,68000,2612
P,,30
L,6000,1350
L,68100,260
P,,2112
L,47180,9700
P,68100,500
P,,96.72
L,,220
L,,180
L,40150,82270
P,71450,3000
P,50798,342.03
P,56000,13437.25
P,,680
L,68100,600
L,55100,1200
L,47800,4800
L,30020,1416
P,47100,1801
P,76100,1155
P,56100,2400
P,70300,600
P,47000,10000
L,,260
P,43200,1320
P,54200,2004.2
P,47301,14000
L,47100,3000
P,47650,11877.05
P,43000,960
L,48010,1060
P,47180,3600
P,47620,3850
P,,1680
L,,1200
P,47810,11400
L,43000,6000
P,43200,1983
P,47100,240
,,720
L,45600,162
L,6700,315
L,41050,2400
L,,270
L,47100,200
L,27000,90
L,40150,111
L,71900,720
L,43650,9868.77
P,46000,120
P,56000,23698.15
P,52100,930
L,26100,660
L,53100,6000
P,54200,836
P,70200,1200
P,43200,4800
L,57000,45
P,62250,430
L,,540
L,46350,3500
L,55000,900
P,87000,1100
L,40160,4900
L,,45
P,46000,5200
L,47000,2100
L,48000,1080
L,,1200
P,28000,780
L,,90
L,57000,688
P,47000,1560
L,34000,40
L,62300,115
P,53100,1800
P,47620,3700
L,50490,19390.25
P,54200,1211
P,59200,3400
L,,156
L,47150,5650
P,87007,840
P,47180,1400
P,59000,14591.1
L,43900,15000
L,48020,500
P,68100,830
L,88450,3840
P,43000,360
P,46300,1810
P,53100,9100
L,,45
P,50490,3634.25
L,,480
P,68000,2047.3
L,43000,5200
L,87000,960
P,56000,80
L,,720
L,68000,620
L,40150,2600
L,81000,800
P,43000,720
P,68100,2100
L,62250,1560.09
L,,99
P,68000,180
L,43300,3900
P,47301,1100
L,40150,750
P,,191.87
P,43000,300
L,42700,3600
P,62050,600
L,,900
,56000,951
P,43300,336
L,27600,240
P,59200,1440
L,,110
L,62050,1921.7
L,,8100
P,51100,300
L,,660
L,14200,135
L,68000,1056
P,70300,1200
P,43200,280
P,56000,130
P,56000,396
L,6500,42062.1
P,40460,1765
L,21000,1800
L,56000,650
L,43300,1800
P,,260
P,62150,490
,,350
L,87008,520
L,44800,1050
P,87000,770
L,0,528
L,54200,7000
L,55100,600
L,41050,2800
P,68000,400
L,56100,17.5
L,42610,780
L,43300,60000
L,47130,852
L,24000,6999
L,56100,191
P,54200,5000
P,53300,172
P,54100,440
L,,550
P,59200,7320
L,,77
L,40160,10900
L,68000,6214.39
P,48000,1750
L,53300,370
P,52200,1079
P,,2863
P,62300,3250
L,55100,3000
L,43000,6000
P,51200,2400
L,41050,2750
P,75250,1650
P,47100,4400
P,54200,1200
P,53300,169
P,68100,624
L,47400,4500
L,57100,540
P,56000,793
P,43000,120
P,68100,101
L,,250
L,47810,1200
L,51200,1400
L,43650,3000
P,43100,1562.75
L,68000,1170
L,,120
P,43000,5000
P,68000,4636.2
P,47810,650
L,53300,2050
L,68100,4804
L,43200,810
P,51000,1320
P,43000,15
L,43300,5673.4
L,,180
P,57100,2872.2
P,43900,1017.91
L,,330
L,53100,200
P,53000,5906.75
L,,234
L,53300,800
L,13200,4400
P,68100,650
P,56000,600
L,47100,2451
P,,600
L,47100,6000
P,62250,210
P,43650,1320
P,59200,600
L,43300,3340
P,34200,198
L,68100,2020
L,57000,200
P,,258.05
P,68100,426
L,40100,2543.3
P,53300,600
P,68100,273
L,71900,90
L,,336
L,,90
P,55100,21450
L,54200,2000
P,42300,20
L,,539
L,59200,750
L,56100,975
L,40000,3000
L,47810,6000
P,43800,1100
P,47120,390
L,40150,1560
P,75460,650
P,62300,1500
P,53300,500
L,47600,13142.5
,55100,3863
L,57000,216
L,,216
P,47100,8400
L,,205
L,54000,7000
L,,135
P,40150,19896.78
P,43900,450
L,53100,1152
L,43100,45
P,53200,390
P,56000,658
P,62300,618
P,,650
L,71760,7262
P,53300,650
P,57100,390
L,68000,297.1
P,68100,6384.4
L,56100,16313.5
P,43200,728
P,68000,287.6
P,82000,456
P,56100,1130
P,53000,30
L,33700,650
L,52200,120
L,50300,60
P,83500,1997
L,87000,5600
P,43000,1470
P,51100,955
P,54200,650
P,,477
L,,225
L,68100,440
L,48000,478
L,52100,60
L,56000,700
L,43900,320
P,68000,2090
P,,1400
L,53200,800
L,43200,12000
L,70300,804
P,81100,6156
L,68100,2000
P,47130,2871.6
L,40150,1116
P,51700,1209
L,13600,7476.9
L,46000,494
P,53000,720
P,51000,6861
P,54200,6000
L,43000,1350
P,68100,364
P,47610,456
P,48020,564
L,53300,176
L,9300,45
L,48000,935
L,43000,806.4
P,47300,403
L,41400,50
L,47100,1056
L,43650,26520
P,47400,950
L,40150,17716.18
L,,130
P,43000,390
L,54200,453
L,70450,2700
P,,480
L,43000,120
L,46000,520
L,68100,240
P,57000,600
P,60000,4461
P,55100,520
P,43900,1040
P,,150
P,54200,350
P,56100,720
P,56000,700
L,,630
P,54200,336
P,52000,360
P,51100,1000
P,43100,448
L,,360
P,,5000
L,50490,12550
P,40150,9064.65
L,68000,2912
L,87010,4200
L,48020,600
L,9600,1140
P,47610,780
L,68000,896
P,54200,1320
P,43000,481
L,,191.75
P,53300,1550
L,43200,660
L,53300,472
L,50048,38780.5
P,47400,2508
L,,812.4
L,62300,870
P,68100,680
P,47100,750
P,55100,720
L,,55
L,60000,600
P,54200,336
P,56000,1300
L,51000,300
L,43200,1200
P,62050,570
L,43200,120
P,56000,2151.86
P,59200,715
L,50400,6000
L,53100,660
P,52000,216
P,58100,300
L,59200,272
L,,4550
P,56100,392
L,53100,910
L,43200,90
L,40000,3000
L,50480,772
L,43100,150
P,51200,3410
P,,494
P,62300,25
L,,6888
P,57000,700
P,70300,3600
P,47600,600
L,56000,1737.6
L,70300,3348
P,43650,960
L,52200,5000
L,51000,1638
P,62300,600
L,47810,1160
P,51200,420
P,56100,6000
L,78200,504
L,68000,960
L,54200,14389.1
P,62200,468
P,56100,1054
L,56000,1500
L,21700,5800
L,56000,14688
P,,156
L,81700,6514
L,71800,2090
P,52200,1000
P,47800,720
L,50490,41660
P,,5200
P,68100,570
P,54200,715
P,62150,400
L,47000,560
L,53200,500
P,40000,240
L,68100,342
P,,1200
P,70400,120
L,52000,680
L,47810,960
L,43900,1170
P,,3900
P,40150,6000
P,68100,4674.2
P,,156
L,53300,825
P,,3756
P,43200,7800
L,52100,1209
P,43650,510
L,53100,3300
P,56100,120
P,43500,300
L,,1913.65
L,86400,7770
P,,4494.6
P,81100,276
L,87000,1440
P,46000,500
L,50460,130
L,59200,3500
L,85020,1020
P,47630,2200
P,55100,742
L,,450
L,68000,495
L,87008,600
P,6570,110
L,70400,43
P,43100,3000
P,58000,120
P,54200,780
L,42200,600
L,,63520.05
P,47400,1330
P,47500,550
P,68000,2178.4
P,47610,2144
P,57100,260
L,53300,600
P,60000,1100
P,16310,730
P,68000,396
P,40400,1300
L,68100,540
P,,432
P,48300,130
L,,156
L,57000,1200
P,46100,600
P,54200,300
P,42500,3400
P,68100,300
L,40170,384
P,43000,3490
P,47000,600
L,54200,5848
P,55100,198
P,40170,240
L,43200,3861
P,58200,2184
L,40150,130
P,40100,756
L,40400,1625
L,24000,8400
P,,169
L,36800,1073
P,59100,860
L,50300,4800
P,43500,1540
,,7
,53200,880
P,50490,1326.43
L,,250
P,,1560
P,53300,4819.85
L,,1100
L,84900,10416
L,40150,16500
P,43000,1087
L,53000,220
P,56000,708
P,68100,650
L,50400,10451
P,60000,1200
P,40170,299
L,43300,576
L,32000,620
P,58200,156
P,48050,520
P,55100,8040
L,68000,5561
P,43650,25600
P,68000,7100
L,43650,636
,58100,1680
P,56100,840
L,56000,5210
L,47100,850
L,43000,3600
L,55200,1500
P,60000,10000
P,,520
,,750
P,47800,1000
L,62250,1100
P,52100,54
L,60000,3000
L,59000,24500
P,51100,905
L,68000,25000
P,58200,719.9
P,68100,16776.1
P,59200,150
L,53300,25000
P,43200,1300
P,68000,18200
L,68100,6000
P,52100,13550
L,71450,22343
,54200,277
L,57100,7
L,50300,1080
L,43200,1450
L,53100,1418.63
L,53100,15306
P,62300,39.6
P,13200,180
P,40000,1820
P,53100,396
P,44100,612
P,48050,552
L,50300,81
P,43300,1680
L,53000,328
L,57000,500
L,62150,20000
L,,2750
P,75150,1100
P,51200,700
L,85300,840
L,68100,90
P,43000,805
P,47830,1200
L,16600,892.2
P,47810,10000
P,50490,6500
P,40150,800
L,71800,546
L,71760,1300
P,40300,3900
P,56000,700
P,60000,5050
P,21400,1200
P,68000,15000
P,43300,6283
P,56000,3443
L,47500,72000
P,50300,1000
P,,420
P,48000,50
P,57000,4200
P,68100,5760
P,54200,1040
L,42000,1200
P,43300,24000
L,43800,600
P,54200,4000
P,68000,57899
P,57000,480
P,53100,2720
P,68000,2100
P,43100,560
P,50480,5000
P,53000,550
P,68000,200
L,68100,1050
L,54000,12000
P,47500,19585.21
L,51200,500
P,43000,3050
L,68100,700
P,54000,3320.22
P,50490,5000
P,51200,850
L,47810,160000
P,43200,1400
P,43200,2000
L,68000,1200
L,53300,7750
L,47600,1000
L,46000,1800
P,47500,24996
P,53300,3500
L,40150,2000
P,56100,3647
P,43300,630
P,43500,200
P,47500,18956
P,50480,1000
L,50490,10000
L,43700,5570.65
L,43650,3452
L,50480,100000
L,56100,400
L,47600,4897
P,53300,2492
L,68000,2028
P,68100,1680
L,56000,18000
P,55100,10000
L,,4312
L,47820,10000
L,53100,550
L,,14160
L,43300,500
P,56000,9700
P,60000,500
L,62500,100
P,62250,530
P,43800,600
P,47000,1000
L,43000,5000
P,54200,800
L,54100,1696
L,53100,37626.3
P,53100,2500
L,68000,10000
L,62150,2400
L,,102915.53
L,68100,1490
L,43300,860
L,50480,19250
P,43000,5400
P,56000,500
L,44300,3300
L,54000,6200
L,56100,750
P,56000,1500
P,50490,1425
L,,1885
L,68100,240
L,55100,8880
L,53100,360
L,41050,10000
L,52200,4000
L,32040,24000
P,47500,1950
P,53100,570
L,68000,400
L,59100,1842.45
P,68100,675
P,51000,3000
L,51200,6243.95
P,40150,3575
P,43700,630
P,47810,2600
L,50350,22207.7
L,40000,16536
P,40000,46774
L,47000,2480.8
L,53100,300
P,43000,1150
P,62000,2945
P,43650,3250
P,52200,39095
L,53300,19500
P,,600
P,53100,1280
P,53300,20
P,55100,1000
P,54000,120
L,47100,5187
P,57000,6204
P,47301,2800
L,,104.64
L,51100,2600
P,43000,1000
L,40000,650
P,54200,260
L,44010,2200
P,58000,1207
P,47810,3092
L,46200,12000
P,56100,4700
L,43300,3000
L,56000,500
L,62050,5000
L,56000,600
P,47810,4950
L,47610,45617.7
P,53100,5500
P,55100,3775
P,43300,2400
P,42500,720
P,56100,360
P,53100,140
P,52200,1080
P,68100,812
P,27020,299
P,,240
L,43200,6700
L,55100,2000
P,56000,1024
P,52000,600
P,43200,550
L,56000,10500
P,43300,1650
L,70450,2061.3
P,,600
L,,120
P,43000,1709
L,56100,3000
P,62300,3060
P,68000,3150
P,47100,2665
L,43000,960
L,43000,1802
P,43300,700
P,43200,24000
P,43000,5750
L,68100,2386
L,27200,300
P,43000,720
P,60000,3000
L,68000,2700
L,43650,1348
L,54200,3000
L,54200,360
P,56000,500
L,43000,1000
L,54200,22668
P,40170,1000
L,62604,700
P,,780
L,68000,3500
L,56100,240
L,52000,49.62
L,57000,54
L,46000,673
P,40170,4589
P,47301,2200
P,43300,700
L,53100,700
P,43000,910
P,54200,1986
L,68100,740
L,56000,3009
L,40000,2400
L,62050,2500
P,,518
L,43000,22800
P,68100,3600
P,68000,6025.87
P,53200,1190
L,68000,3800
P,54200,2500
P,,120
P,40100,1000
P,62050,600
L,,3600
L,68100,600
P,43000,2400
L,54200,120
P,55100,3025
P,56000,780
P,57000,600
L,,855
L,40100,120
P,68000,2200
L,54200,6880
L,59000,200
P,43700,2440
L,53300,7925
L,,11505
P,53100,700
P,51000,600
L,54200,1500
P,47300,46974.75
L,68100,276
L,,162
P,43650,500
P,56000,24081.6
P,57000,830.4
L,75250,1200
L,56000,4000
L,,650
L,51000,260
P,62100,50
P,47000,533
L,,270
P,56100,1200
,54200,90
P,55100,2100
P,52000,720
L,47810,1440
P,43000,6000
P,43800,525.48
L,40150,3073
L,43650,3850
L,,3240
L,54200,9500
L,70400,180
P,40150,2100
L,48020,32500
P,,805
L,70306,450
P,53200,996
P,62300,1600
L,57000,1700
L,55100,84
L,33400,540
L,53300,3300
L,57000,50
P,,4200
P,68000,1001.9
L,68000,3150
P,62300,205
L,43000,1600
P,50490,13400
L,68100,160
P,,3300
P,,462
P,48000,662
P,,600
P,16200,45
P,54200,500
L,43800,1504
L,,162
L,59200,1540
P,43000,360
,87000,1125
L,75400,1800
P,56000,3900
P,58100,912
P,47800,1220
P,62050,150
P,51000,700
,,750
P,55100,555
P,87000,422
P,63000,4775
L,41200,292.5
L,47610,1020
L,43700,400
P,68000,2400
P,57700,7500
L,,960
L,57000,10
P,68000,2454
L,,600
P,51200,3591
P,43650,1200
P,57000,1100
L,40000,4500
L,43000,10000
P,56000,720
P,87008,120
P,,5000
P,43900,1044
P,43100,200
P,,120
P,54200,1191
L,43300,6450
P,62000,144
L,40170,910
P,,130
P,62250,1820
L,,18
P,,1305
P,47000,25000
P,68000,3395.25
L,53100,1014
L,68000,12000
P,,597
P,40170,1159.3
P,55100,3500
L,,675
P,43000,1500
L,,130
L,,1350
L,72120,90
P,43200,7400
L,68000,850
P,54100,795
L,55100,2650
L,,28778.45
L,68100,765.5
L,68100,700
P,,110
P,68100,195
P,48000,710
P,41200,11000
L,62502,2700
P,53100,4250
P,62050,24000
P,,460
P,54200,858
P,25150,3000
P,68000,650
P,51000,1375
P,56100,1500
P,43300,207
L,,783.48
P,40000,3600
P,70400,420
P,51200,2970
L,24000,3000
,,77
P,48000,2150
L,68100,575
P,60000,1650
L,,396
P,53300,480
P,43300,750
L,,306
P,68100,500
L,43300,396
L,62050,260
P,50400,600
L,,234
P,52200,1100
L,,70
L,16150,45
P,53100,450
L,81200,720
L,53100,8400
L,62150,603.09
L,,45
L,52200,110
L,40150,1575
L,43300,432
L,,45
P,56100,875
L,68000,1600
L,46150,2600
L,54200,18000
L,60000,7700
L,43300,1250
L,43200,9092.37
P,50400,5658.13
L,52000,117
P,43300,400
L,53100,4362
L,53200,40
L,52200,19716.15
P,56100,7
L,50300,350
L,,180
L,47100,41557
L,43300,720
L,,1200
L,,600
P,62250,600
P,,3387.25
P,87008,1200
L,53000,720
,43500,10500
P,71000,160
P,,656.75
L,,120
P,43100,240
P,55100,10
P,55100,1292
P,62551,600
P,51200,1100
L,50634,90
L,62250,1450
L,68100,600
P,50634,385
L,43650,1000
L,,540
P,56000,650
P,60000,2500
L,87000,1800
P,40160,982
L,53300,993.3
P,47000,360
P,68000,1300
P,43000,1000
P,,3960.3
L,40160,7700
L,,60
P,40150,3600
L,43000,365
L,53300,5
P,,768
L,47000,1610
L,50450,650
P,52100,550
L,,1375
L,54200,405
P,68100,260
P,,220
P,57000,324
L,,1800
L,47100,1000
L,68100,1250
L,71800,600
L,59000,3500
P,,600
P,43000,2350
,,210
P,40400,1800
P,55100,550
L,43000,1362
P,42500,336
P,50480,420
L,50490,300
P,53300,144
P,55100,660
L,,180
L,,270
P,,231
P,11600,3600
P,,100
L,,9220
P,,910
P,,240
,,12000
L,,1600
P,43000,1300
L,62250,4130
P,87000,125
P,59200,360
P,47100,1445
L,,130
L,,1210
P,45300,520
P,55200,120
L,,930
P,53300,450
P,55100,1200
P,,7500
P,87030,1680
P,54000,252
P,55000,504
P,68100,12
L,,50000
P,57000,40
,68100,10000
L,47301,4416
L,53300,480
L,,1848
P,62200,40
P,51000,949
L,53300,75
L,42000,2973
P,41250,240
P,47800,2500
L,57100,100
P,55100,647
P,56000,725
L,47140,2560
L,40150,720
L,54000,2000
P,54200,195
L,,494.4
P,,480
P,56000,5817.75
P,62500,1750
L,43100,115
L,,660
L,8300,180
P,40000,800
P,58100,110
L,42300,2200
,,385
,,55
P,87009,984
P,46300,1725
P,43000,1278
,9400,820
L,68000,500
P,47000,910
P,62250,4720
P,,3000
P,68000,341
L,40000,120
L,53100,1655
P,43650,1300
P,55100,236
L,47301,3300
P,53300,200
P,52100,700
P,43300,1200
L,62300,10
L,,420
P,,1339
P,52200,108
L,53100,1108.2
L,53100,1881
L,53100,1653.58
P,88450,684
L,87000,828
P,,468
L,62050,550
L,58200,1100
L,70300,35
L,56000,300
L,47100,1200
P,71800,396
P,58100,1727.1
P,9100,420
L,41050,2940
P,21300,1300
L,54200,4000
P,63000,1650
P,51100,5200
L,56000,200
L,54000,162
L,62200,100
,58100,2000
P,68100,12000
L,43300,1760
L,51000,180
P,,550.1
P,62300,422.5
P,42610,369.75
L,54200,870
L,,134.2
P,60000,275
L,53100,12372
L,21040,162
L,,207
L,,981
P,71800,68
L,43100,660
P,56000,3437.5
P,55100,250
L,46000,1065
P,81907,624
P,48000,720
L,43900,600
L,84800,180
L,68100,300
P,41200,900
L,47400,612
P,,2400
L,25150,90
L,,3262.35
P,42500,1070
L,43300,150
L,71400,90
L,47100,1960
,53300,630
P,62200,650
P,47820,1307.71
P,43650,6000
L,26060,1000
L,43000,1000
P,43500,2400
P,48300,522
L,43000,960
P,43000,792
L,68000,670
P,52000,1440
P,68100,855
L,54200,4746
P,56000,1020
L,53100,2180
P,54200,1300
L,56000,4000
L,47000,530
L,42610,2040
L,55100,1350
P,,260
L,43800,4000
L,,2400
P,41200,480
P,,2800
P,53100,5210
P,59200,14580
L,54200,2250
P,40300,1750
P,68000,100
L,53100,80
P,,600
P,56000,883
P,43100,1605
L,43200,260
L,68000,860
L,,5332.1
L,62050,166
L,,360
P,57000,1720
L,56100,1001
P,31500,400
P,59200,354
L,52100,960
L,,434
P,16100,1228
P,54200,1000
L,,1750
L,53300,500
P,43900,150
L,68000,8500
L,43000,75
P,68000,1200
L,81700,80
P,87021,720
L,,120
L,55100,2100
L,43500,720
L,54200,300
P,58100,684
P,55200,714.3
L,48000,1362.72
P,68100,300
L,59200,1400
L,43650,2000
P,46000,1300
L,60000,4175
L,54200,36742
P,43300,1070
L,55100,922
L,68100,338
L,68100,1036
P,,1600
L,,1200
P,54200,400
P,50250,5983
P,62250,2000
L,54200,610
P,43900,855
P,50490,569.4
P,53300,2350
L,55300,2450
L,,821.37
P,59200,500
P,54100,880
P,,40
P,53200,1450
P,87000,650
P,,689
P,54200,2100
L,,650
P,53100,1650
P,75460,336
P,45400,200
P,43000,1233
L,55100,7050
L,60000,346
P,43200,4673
P,6400,1450
P,62250,50.4
P,,360
P,43300,839.15
P,,540
L,,436
P,40150,528
L,41200,4300
P,53000,3000.35
P,62150,743
P,56000,600
P,,396
P,,363
P,54200,40
P,43000,750
L,68000,3000
L,,120
P,50300,1449.65
P,87022,481
P,56000,620
P,62200,70
P,51200,720
L,52100,120
P,54200,14
P,68100,500
L,62300,2399.1
P,40000,2069.4
P,68000,468
P,57000,420
P,55100,2200
P,53100,7
P,57000,300
P,51100,828
P,47000,1338
L,68000,850
P,68000,185
P,62050,704.99
L,40460,1130
L,50300,4282.6
L,59200,685
P,,341.25
P,55100,359
P,68100,36
L,59100,1000
L,51200,21
L,47830,150
P,54200,480
L,62250,1000
P,53300,2000
L,68100,1500
L,47100,2000
P,68100,1586.4
P,26080,523
L,70400,413
P,,300
P,56000,400
L,28000,4823
L,50604,406
L,75350,2145
P,88200,1300
P,54200,1200
L,62300,200
L,,360
L,68000,14
P,53300,150
P,47650,14300
P,54200,20
L,34000,90
P,48000,371
L,27600,599
L,43300,840
L,68100,604.78
P,40150,480
P,78000,60
L,1000,90
P,53300,852
P,68100,2810
L,68100,1005
L,43200,100
P,53100,2000
P,47301,2350
P,75200,4073
P,44020,120
P,,1070
P,56000,500
L,52100,360
L,56000,1588
P,,1950
P,43800,720
P,54200,3000
P,43650,575
L,54200,500
P,55100,650
L,43000,1050
P,52100,250
P,78300,564
L,43000,1085.5
L,87000,1086
P,43300,1336.27
L,60000,600
L,59200,2000
L,68100,800
L,68100,2802
L,43300,840
P,54200,1660
P,36200,500
P,62150,1500
L,87000,388
P,57000,90
P,53300,424
P,53300,900
P,68000,1836
L,57000,600
P,43300,1500
L,57000,3500
P,54200,1500
P,45800,946
P,52900,2000
L,68000,960
P,52100,820
P,40000,737
P,68100,599.5
P,55200,840
P,26400,450
P,68100,2500
L,42610,600
P,86700,1195.83
P,57100,520
P,50634,3595.35
P,78200,690
,62250,200
P,47500,774
P,87027,611
P,55100,18972.14
L,51000,1300
P,17500,2352
L,68100,147
L,68000,1080
L,87000,420
L,59200,1197.02
L,50470,23000
L,43000,300
P,57000,5500
P,55100,710
L,43200,10404.56
P,59200,400
P,50490,1395.48
P,55100,2220
P,98000,900
L,40170,1756.4
P,43200,416
L,68100,2250
L,58200,1327
P,28800,46.8
P,55200,150
P,62050,18
L,53300,450
L,62551,690
L,62050,1200
P,6000,550
P,51000,600
P,,300
L,,394
L,43300,500
P,56000,810
P,,1080
P,47130,362.7
P,68100,1114.52
P,68000,454
L,51100,835.55
L,43000,799
L,,330
P,71900,20
P,,100
P,48200,997.78
P,59200,122.3
L,97000,288
L,56000,625.45
L,,275
P,55100,984
P,,120
P,54200,3000
P,53300,740
P,68000,900
,55300,760
P,57000,420
L,43100,480
L,50290,2500
L,50100,600
L,71950,528
L,47301,800
P,,583
P,36400,240
P,28000,120
L,75250,2125
L,66100,80
P,55200,360
L,,550
L,56000,4000
L,50480,720
L,53300,8322
P,43000,520
P,50480,54
L,,9655
P,56100,450
L,53300,66
L,50490,2000
P,87000,158
P,47830,480
P,87000,500
P,86900,1853.6
P,40000,1100
L,47100,560
L,27600,110
L,58200,400
L,47800,2200
P,62050,10
L,68100,480
P,62300,20
P,53100,550
,54200,675
L,,200
P,59200,330
L,53300,240
L,56100,2474
P,90008,550
P,62250,444
L,62250,2040
L,53300,1875
P,53300,2529
P,53300,61
L,53100,200
P,47810,12.6
P,54100,300
L,,14
L,68000,650
P,93050,528
P,,400
L,54200,6000
P,68000,100
L,68000,170
P,,795
P,55100,506.09
L,59200,7465
L,47100,1496
P,57000,415
P,,678
P,51200,2400
P,62250,4
P,43000,120
L,43300,21
P,46000,7
L,56000,2390
,57000,21
P,53300,1365
L,56000,1560
L,14300,732
L,40150,650
L,51200,1300
P,36600,600
L,78300,440
P,9000,1100
L,43300,1300
L,43200,700
L,,385
L,54000,250
P,,1133
P,62250,819
L,81900,420
L,53300,50
L,87000,20
L,65210,3404
L,62200,257
L,11700,1300
P,62150,340
P,52200,586.05
,55200,484
P,40160,700
L,47100,1853.5
P,53300,1240
L,47000,1750
L,91000,360
P,25200,803
P,86000,288
P,53300,1400
L,53000,1763
P,89609,260
L,87000,340
,72000,779.8
,71800,2500
L,71800,1320
L,76400,894
,43100,2000
,68000,650
L,43300,2100
P,41200,100
P,53300,1040
P,62250,2250
L,56000,110
P,46000,1100
,30020,2364.29
P,50100,1000
P,56000,300
P,56100,500
L,28610,215
L,43000,1125
L,58200,1500
P,55000,90
P,43200,2300
L,43500,1150
P,68000,840
,32100,490
L,52200,386
P,59200,300
P,68100,250
P,54100,13125
P,62520,409
L,48300,967
P,47810,600
,59200,250
L,,500
,47400,5000
P,56000,270
,59200,265
P,50470,368
,,120
L,62502,1975
P,53300,2000
P,47100,935.88
L,62250,1500
P,55100,250
P,53100,1000
L,43100,286
P,30020,1500
L,75450,1525
P,47100,32.65
P,68000,760
P,56000,2981.76
L,47100,1422
L,76100,80
L,40000,1238
P,68100,1012
,47100,5000
P,87000,6000
P,48300,100
L,54200,125
L,45000,150
L,68100,630.26
,40000,330
L,48200,1100
L,48050,34720
P,43300,516.57
P,43650,2014.19
L,41000,750
L,48000,7310
P,50300,2087
P,48010,450
L,51200,1786
L,53300,705
L,21300,300
,52200,594
L,59200,1125
,56000,10000
P,47000,450
L,52200,750
L,68100,750
L,56000,600
,62300,375
L,54200,500
,,627
L,87007,138
P,62000,382
L,54200,1380
L,40170,44000
L,50100,1091
P,57000,180
L,52000,500
P,53300,5850
P,68000,1400
P,52000,2600
L,57100,4000
P,51200,500
L,68000,279
L,62050,1480
L,43300,250
L,52000,568
P,8000,160
L,68100,405
P,59200,3381
P,57000,600
P,57000,363
L,56000,3350
L,,200
P,,1424
P,,140
L,50480,2262.5
L,43200,736.45
L,55100,850.2
L,71800,6000
P,47301,50
P,62050,436
P,68000,200
P,59200,1300
P,40000,100
L,40150,260
P,45000,550
L,58200,450
L,43500,1982
L,53000,10
P,56100,420.36
P,47110,800
P,82000,550
P,43650,1836.1
L,55100,1763
P,40170,420.5
L,27600,90
P,34750,550
L,62300,550
P,53100,1000
L,52100,50
P,56100,500
P,68000,401.14
P,56000,1000
L,62250,360.2
L,62500,8
P,53100,1981
L,53300,10
L,54000,700
,43650,2500
P,58100,585.85
P,,894.76
L,16100,470.53
P,43300,1845
L,52200,232
P,68000,1900
L,56000,500
L,87027,613.62
P,87032,648
P,87000,540
