JANTINA,POSKOD_R,BAYARAN ZAKAT KESELURUHAN
L,68000,783
L,54200,175.5
P,43000,516
L,43000,624
P,56100,2400
P,40150,1200
P,47830,1565
L,59100,13500
L,62250,2000
L,54000,144
P,68000,612
L,,410
L,71760,300
P,53300,450
L,44300,1150
P,56000,252
L,68000,3000
L,42200,330
P,47100,28
P,47400,25
P,43000,1131
P,52200,6600
P,52200,2189
L,70300,5400
L,53100,456
L,43650,1040
L,53100,6000
P,47300,1280
L,59200,1200
L,,36
P,47100,300
P,57000,140
P,43000,7500
P,52200,924
P,52100,476
P,70450,710
P,53100,1616
P,43000,50
L,43600,200
L,,1800
P,43650,2450
L,56000,500
L,55100,60
P,52100,253
P,48000,1300
P,62250,910
P,50300,4000
L,43000,1500
L,53300,620
L,68000,21
P,53300,2000
P,40400,1500
P,55100,180
L,88450,919
L,43100,1440
L,,360
L,53100,795
P,43300,300
P,48300,550
P,43900,2200
P,70400,10
P,62250,1050
L,47810,6000
P,,450
L,25150,720
P,34400,525
P,54000,2600
P,43300,1845
L,43000,900
P,47650,1392
L,62300,800
P,51100,950
P,51200,1200
P,68000,300
P,,1200
P,47400,890
L,25150,240
P,68100,700
L,59200,434
L,54200,23928.2
P,43600,3840
P,43300,980.3
P,47810,1800
P,57000,37.5
P,53300,400
L,62250,3750
L,87000,7828
L,48000,12332
P,47000,1830
L,50480,1300
L,56000,13274.52
P,40150,6500
P,75200,10.8
P,,240
L,,149.4
P,51000,950.08
P,,4992
L,53000,2585.3
P,68100,105
L,,1092.48
P,59200,2000
L,,2928
L,43700,649
L,47000,1200
P,54100,910
P,43000,520
L,47100,400
P,76300,423
L,59200,1800
L,56100,660
P,60000,5747
P,53000,1950
L,53100,346.05
P,48000,774.73
L,56000,600
L,,480
L,43000,6000
P,,1050
L,43000,22000
P,55100,611.8
L,56000,457
P,28000,1140
L,47130,2000
P,68100,1090
P,54200,3315
P,68000,14025
P,,3950
L,40160,2500
L,48020,11975.2
L,,5
L,57000,90
P,43200,3300
P,43200,330
P,52200,3144
P,47600,1300
P,43500,50
L,62250,871
P,47100,650
P,47100,1192
L,,207
L,71050,90
L,43000,13500
P,53300,650
P,53100,216
P,46000,360
L,47620,600
L,43900,1680
L,55100,200
P,43650,840
L,40170,2160
P,58000,360
L,48000,44163.2
P,16070,45
L,41250,600
P,,780
L,43200,15402.62
P,47000,169
P,53300,500
L,,45400
P,53100,650
L,68000,845
L,55100,360
P,,216
P,68000,156
P,62250,3920
P,51000,273
P,53300,210
L,53000,7200
P,35900,400
P,48000,2440
P,53300,1500
P,43100,350
L,,390
P,68100,3600
L,68000,150000
L,43100,325
P,,480
P,87000,192
L,42500,1800
P,40150,4800
P,59200,2800
P,,120
L,6600,6000
P,57100,300
L,47000,480
P,43000,3900
P,,1641.45
P,47130,1797
P,62300,1402
P,43650,154
L,52000,550
P,68000,1110
L,13700,600
L,54200,390
P,68100,300
P,47000,975
P,,1836.56
P,62300,678
L,68100,630
P,68100,1200
P,60000,700
P,54200,272
P,54200,500
L,43650,180
L,16100,162
P,50634,72
P,56100,616
P,,300
L,54200,6200
P,56000,7060
,51100,1800
P,43100,650
P,16250,195
L,62300,2200
L,54200,1800
P,43000,2640
P,53300,650
P,40150,640
,,126
P,54200,1400
P,40000,12547.5
L,,1040
P,43650,1450
P,57000,1008
P,54100,560
P,54200,650
P,43000,3094.3
P,68100,1237
P,68100,234
P,52100,715
L,,390
L,62502,500
P,40150,57.6
P,60000,1350
L,71450,600
L,80622,49
L,,138.7
L,40170,1800
P,,176
L,54200,657
L,50300,3240
P,68100,1750
L,40150,30000
L,68000,20
P,88500,3120
P,43200,2288
P,62250,1600
P,40150,3000
,48000,2000
P,43650,1200
P,68000,630.55
P,59200,1300
L,51200,3300
L,53000,250
P,71450,3200
L,50300,360
,,1177
L,46000,5900
L,43000,180
L,53300,3520
P,87000,650
P,68000,1800
L,53200,150
P,,972
L,52200,12000
P,56000,900
P,53000,2250
L,62250,305
P,62250,5810
L,43000,6087.8
P,47600,526
P,44100,374
L,41000,1597
P,,2254.45
L,40170,500
P,58100,2520
L,53300,398
P,68000,4278.65
P,53300,600
P,50300,1500
L,,184.76
P,40150,864
P,43650,189
P,,234
L,68100,1000
L,56100,600
P,68000,100
P,57000,130
P,,2600
P,41050,516
L,57100,240
P,,520
,,234
P,68000,12883
P,68100,429
L,,1728
L,56000,346
P,14120,162
L,68100,20
L,,210
P,62250,5
L,35000,5637.84
L,6100,301
L,53300,636
P,62150,130
P,47100,540
P,68000,200
L,53100,180
P,56000,90
L,47610,2066.85
L,,90
L,43800,963
P,40400,404
P,56000,627
P,68000,1200
P,59200,1540
P,52100,3000
L,,200
L,75050,12000
P,40460,1520
P,,1000
L,50480,396
P,43300,1131
L,48000,4328
P,68100,516
P,48000,600
L,56000,180
L,,2500
P,,494
P,68000,1200
P,43000,1200
P,43650,456
L,,90
L,26400,696
P,47500,800
L,75250,6324
L,,650
L,48020,1482
L,68100,960
L,48000,12000
L,68000,3250
L,60000,5000
L,59200,1200
P,,120
P,55300,1876
L,43300,1150
L,,840
L,86807,144
L,60000,300
L,54200,1200
P,68000,3361.1
L,62300,702
P,68100,300
L,,8400
P,53300,953
P,43200,169
L,,1720
P,87024,10
L,81200,1200
P,43300,600
L,,2845
L,47410,1800
L,54200,380
L,40000,600
P,,280
P,47100,3840
P,,2120
P,57000,1400
L,71800,160.65
P,21080,240
L,43650,1950
P,56000,2317
P,58200,560
P,43650,650
L,53300,1150
L,43200,636
L,73480,720
L,71450,3000
L,51000,6233.25
P,40000,10466
P,53100,2200
P,47100,1188
L,47100,2166.8
L,54200,8800
P,,6273
P,55100,335
P,68000,1950
P,68100,12000
L,52000,650
L,56100,600
L,43500,1200
P,68000,1200
P,53100,1000
L,48200,792
P,68000,2532
L,43650,1870
L,48020,1020
P,52100,12200
L,,3500
L,53300,240
L,58000,124
P,47300,6700
L,54200,1670
L,56000,9000
L,47140,3600
P,60000,2600
P,52000,396
L,54200,2589
L,40150,1500
P,47000,4915
P,40160,600
L,53100,12420
L,53000,1000
L,50300,300
P,,500
P,81400,2000
L,50300,1200
P,53300,2000
P,50480,606
P,62050,1384
P,43000,2800
P,,13196.45
P,,9100
L,52100,1535
P,43000,3200
L,,1950
L,56100,195
P,40150,6000
L,53300,3000
L,56100,1025
P,56100,5200
P,40150,3000
L,45000,324
P,,50
P,,600
L,68100,2700
P,48300,70
P,47100,360
L,56000,3000
L,62250,650.67
P,48000,1826
P,50300,4800
P,60000,3866
P,53100,6200
L,46100,2900
P,56000,850
L,40460,5500
L,48000,6137.4
P,43000,24000
P,60000,9000
P,51100,250
P,53300,1000
L,54200,54
P,59200,4630
P,52000,1320
P,54200,6000
P,56000,3814.5
L,54200,575
P,53100,2186
P,54200,2400
P,54000,1800
P,47000,4632.6
P,57100,15472
L,51100,34000
P,68100,14000
P,55100,24000
P,56000,305
P,57100,350
L,43000,5232
P,55100,500
P,56100,3200
P,52100,1500
L,46100,51500
P,53200,6000
L,46000,48000
,40000,9000
P,53300,39000
P,47800,3600
P,54200,1820
P,43200,1710
L,68100,50.5
L,53300,2500
L,50490,6000
P,,5350
P,43650,26000
L,68000,5500
L,47300,6000
L,51100,665
L,55100,3650
L,52200,5100
L,52200,2580
L,54200,4700
L,43000,6000
P,54200,5000
P,55100,6000
L,54200,121300.55
P,58200,2380
P,68000,9506.49
L,53200,760
P,59200,600
P,70456,7808.68
L,43200,3000
L,68000,2500
P,60000,1668
L,43000,36000
L,62250,1350
L,52200,24000
L,55100,1000
L,,399.96
L,43000,14437.1
L,56000,1950
L,52100,4900
L,47100,5200
P,50300,2301.75
L,51100,1000
L,47300,58600
L,60000,1000
L,57000,400
L,48010,600
L,68100,70
P,53100,73.4
L,54200,550
L,44300,1035
L,48000,1750
L,62250,4260
P,43900,1000
P,47400,600
P,53100,360
P,53100,150
P,54200,578
L,68000,2500
L,40150,12000
P,,180
L,48020,9600
L,56000,1020
P,40300,500
L,,5500
L,47100,2180
P,56000,360
P,,960
P,47650,12000
L,43200,1500
L,68000,1198
L,68100,2750
P,48000,600
L,50470,1500
P,68100,995.4
L,,276
L,68000,3018
L,58000,243.45
P,40100,630
L,55100,3270
L,43200,6000
P,54200,350
P,,140
P,56100,120
L,68100,1500
L,54200,11712
P,48200,2290
L,47180,7200
P,48000,50
L,,4587
P,68100,2040
P,51000,260
L,46000,1000
L,43200,500
P,77100,2600
L,54200,1914.8
L,56100,120
P,52200,360
P,53100,120
P,43000,40000
P,52100,200
P,54200,1470
P,54200,13500
P,,120
P,40400,17100
,,1020
P,,585.75
P,62300,650
P,41050,480
L,43650,2639
L,40000,5000
P,52200,9000
P,68000,1100
L,53300,24000
L,43000,2000
L,,67.5
L,47630,17178
P,48000,840
L,40150,12000
L,47301,3840
L,53100,100
L,53300,1400
L,47400,764
L,58100,1700
L,47810,12000
P,85200,3990
P,55100,450
P,45000,600
P,58200,770
P,,416
P,,120
P,43000,7513.65
P,60000,20254.5
L,43300,2367
P,41200,12000
L,52200,1380
P,62150,720
L,,7056
L,71800,1430
L,53100,300
P,52100,1140
,43650,7500
P,48000,440
L,53100,480
P,,700
P,41000,13000
L,62602,2882.6
L,55100,6000
P,68100,1950
L,,2451
P,43000,720
P,,120
P,,165
P,54200,492
P,,1750
P,,5785.82
L,56000,1547.1
P,,600
L,43200,3000
P,68100,100
P,43300,2947
P,68000,1200
L,47810,7
P,54100,702
L,53100,3000
L,40150,1000
L,46350,1258
P,,260
P,50300,120
P,68100,3900
L,55100,6009.5
L,47301,41800
L,53100,8007
P,50480,750
P,50480,700
P,43900,960
P,,924
L,55100,200
L,53300,740
,47130,1440
P,,100
L,,550
L,34200,45
P,48000,2000
L,54200,8800
P,54200,1000
P,47100,900
P,40150,44
L,,900
,,500
L,50634,45
P,56100,2625
P,43650,400
P,57000,500
L,,960
L,50400,240
L,68000,803.15
L,43000,1080
P,68100,6756.2
L,40400,3300
P,,110
L,,7000
L,43000,270
L,43200,1380
P,,452
P,54200,6359.75
L,40150,500
P,47120,650
P,53000,800
P,,280
P,47100,552
P,68000,240
P,57000,1248
P,53000,993
P,56100,220
P,56100,5500
P,,15864.55
P,68000,1800
P,54200,715
P,41300,6900
P,53300,2300
P,40000,50
L,40150,550
P,53100,3075
L,56000,1350
L,40150,48000
L,43650,1200
P,,9600
,,24000
L,68000,2519
L,,207
P,43800,1200
L,,5697
P,60000,2450
P,57000,480
P,46000,210
L,62050,1695.96
P,59000,2550
L,46000,90
P,8100,235
L,87000,768
L,60000,30000
L,43200,26373.18
L,40000,17591
L,68000,3300
P,58200,480
L,68100,1300
L,50400,8000
L,43900,1300
L,62250,200
L,,16733.15
P,47180,3900
L,53300,1920
L,,662
P,,240
P,43300,5100
P,52100,273
L,56000,610
P,87000,600
P,62150,1800
P,,120
P,41300,240
L,56000,720
L,,5400
P,6200,522
L,48000,408
L,47810,635
P,47000,780
P,52200,1850
L,,250
L,43700,1600
P,,350
L,55300,37645.6
L,47620,720
P,43000,120
L,53300,1000
L,32700,108
L,,135
P,,130
P,56100,807.3
L,55100,3600
L,,210
,,3880
L,68000,120
P,,240
L,47301,945
L,,600
L,75450,565
L,,2431
L,57100,430
P,43650,1110
L,48000,180
L,,900
L,,2250
L,33020,144
P,51100,520
L,68100,360
P,43300,400
P,68000,500
L,68100,2500
P,51000,440
L,,420
P,43000,532
L,59200,336
P,61800,650
L,43000,10300
P,48000,550
L,47000,630
L,48710,100
L,43300,360
L,,180
P,43000,1112
L,56000,530
L,71800,2900
L,87000,2116.45
L,,1328.45
P,43100,3000
L,,297
L,59200,768
P,43300,5400
P,50450,250
L,,180
P,47100,600
P,57100,300
L,,360
L,50634,909
P,62250,1550
L,,189
L,51000,451
P,43300,300
P,68100,2275
P,56000,216
L,,117
P,47810,250
L,62500,840
L,68000,800
L,,90
L,,4128
L,,105
L,47810,12000
,53300,225
L,63000,400
P,62250,10.8
L,56000,256
P,15100,1500
P,59200,41
P,47520,793
L,70200,50
L,50634,90
L,6700,180
P,43000,2340
P,53300,904
P,47620,2080
P,53100,600
L,40000,416
L,,620
P,53300,275
,53300,270
P,53100,600
P,54200,250
L,68000,360
P,68100,300
P,47610,840
P,43000,910
L,48300,945
L,53300,285
P,55100,1320
L,71800,949
P,50300,500
P,,20009
L,93050,324
L,40100,816
P,68100,350
P,51000,869
L,70400,4414
L,11000,6470
P,43900,17740
L,,4950
P,43900,343
P,56100,420
P,72120,162
P,68000,416
L,68000,12843.45
P,,2400
L,,2574
P,68100,110
L,68000,276
P,68000,1699.4
P,53100,5000
L,17610,36
P,40170,7178.4
L,68000,50
P,60000,3100
P,43300,780
L,68100,376
P,,110
P,56000,5823
L,51200,2000
P,87000,840
L,43300,5500
L,87027,1200
P,68000,2600
L,,2200
P,53300,400
P,52000,150
P,,1440
P,55100,2080
L,53100,3565
P,,650
P,56100,1821
,,2750
P,43700,550
L,43300,1020
P,47000,3467.11
P,43000,540
P,56100,240
P,43300,1020
L,43000,780
P,,40312.85
L,53300,3200
L,,575
P,55100,600
L,56100,100
L,,300
P,53300,802
P,43100,432
P,58100,1400
P,,420
L,,270
P,42000,3230.7
P,53100,140
P,68100,700
P,54200,397
P,,120
P,47810,1102
L,51200,3125
L,53100,379.25
L,43000,600
L,,880.25
L,,390
L,50300,500
P,54200,90
P,56000,250
P,,3383.7
L,45600,216
P,,120
P,51200,6000
,,484
P,30100,600
,,60
L,88450,4005.2
P,48300,960
P,50100,110
P,,520
P,81900,350
L,40000,500
L,50634,342
L,58200,1100
P,54200,60
L,59200,5500
L,68000,500
P,54200,663
L,32200,533
L,,9310
P,54200,250
L,47410,6500
P,56100,504
P,43100,396
P,,1262
,,748
P,70450,480
P,41200,720
P,53300,1000
L,53300,200
L,53100,56091.35
P,51200,230
P,53300,13096
P,48000,2100
P,53000,1050
L,56000,108
L,,3288
L,55100,511
L,58200,500
L,73200,20
L,55100,7
,58200,1118
P,,780
P,,650
P,,468
P,51100,1100
L,68000,1025
L,51100,492
P,53300,600
P,53300,1000
L,56100,2400
L,48000,900
P,50490,3000
P,,325
P,,910
P,,793
P,,492.05
P,40150,600
P,,195
P,47830,878
,,12000
P,43000,497
L,43700,1800
P,55100,240
L,43000,360
L,43300,360
P,50250,600
L,,3250
L,81920,509.88
P,56100,105
P,62300,2000
P,62150,1000
L,53300,17850
L,71050,90
L,30020,918
P,56000,750
P,,417.95
L,40200,390
L,68000,4087.8
L,,750
L,47130,603.35
L,43000,1750
L,50480,1962.7
P,53300,360
P,62150,850
P,56000,1000
P,62250,260
L,,19900
P,50634,90
P,68100,1847.2
L,43000,1530.61
P,43300,5050
P,51000,700
P,50300,456
L,81900,225
L,77400,315
L,28500,443
L,5700,180
L,43200,1200
L,86000,200
L,16800,162
L,81750,162
L,32200,1314
L,57000,540
P,56000,700
L,52000,1300
L,43000,12000
L,26600,336
P,30095,855
L,53300,711
L,80150,200
P,33700,660
L,60000,3000
P,55100,220
L,56000,1800
L,54200,2335
P,57000,2430
L,50450,403
L,60000,1382.1
L,54200,1806
P,,706
L,48000,420
L,,532
L,20050,1300
P,44100,1018
L,80350,2000
P,43300,290
L,53300,1550
P,32610,605
P,,1300
L,53200,275
P,51000,52
P,,720
P,87015,97
P,46150,500
L,48020,472
P,43300,646
L,40460,1500
L,47810,325
L,53100,970
P,53300,240
P,55100,720
P,40000,420
P,54200,3606.4
P,,1650
L,35800,827
L,47830,60.4
P,2600,600
L,55100,774
L,48000,830
P,81200,3153
P,87008,1025.85
P,59200,1470
L,40000,600
L,62150,500
P,68100,600
L,47000,596.63
P,,3000
L,54200,1580
L,54200,120
L,,365.4
L,53100,3100
L,52200,500
P,83500,875
P,43500,1100
P,54200,450
L,53100,875
P,56000,690
P,,4851
P,51200,2236
P,87000,25
P,46300,7700
P,43000,527
P,54200,50
L,28000,500
L,,1350
P,48010,900
P,54200,300
L,62250,2330
L,,9100
L,42610,1800
L,62050,1363.12
P,,276
P,87000,961
L,,4500
P,53300,50
P,,1300
P,68100,465
P,58200,240
P,52000,4596
P,53100,500
P,55100,1718.65
P,48000,735
P,83500,600
P,30020,5000
L,43200,583
L,56000,904
P,62050,225
P,51000,360
L,,4200
P,41200,2350
P,70400,120
L,,180
P,58100,550
P,53300,800
P,68100,180
P,,1452.5
P,87023,960
P,40100,151
P,43300,106.6
L,43650,25500
P,87000,1800
P,8300,480
L,,360
P,50470,120
,54300,621
L,56100,1154.4
P,43200,1000
P,62300,1351.49
P,54200,20
P,56000,150
P,53300,840
L,56100,60
L,53100,850
P,59200,13
P,43700,1118
P,68000,30
P,68100,350
P,54000,700
L,43650,1400
P,62250,458.1
P,71600,1350
P,54200,2886
L,43800,990
P,55100,780
P,47110,1112.8
L,43200,2005
L,17000,1541
L,55200,100
P,68100,1600
P,62200,502
L,60000,1372
P,68000,2000
L,,7
P,53300,1060
L,16010,650
L,43000,600
P,53100,2238.55
P,48020,1500
P,47610,100
L,54000,2060
L,87027,1800
L,47301,30000
L,47000,1000
L,56100,300
P,57000,150
L,68000,5000
L,53200,1232
P,68100,320
L,53300,3000
P,55200,10
,50000,60
L,52000,1500
L,34500,600
L,62300,1847.5
L,54200,7000
P,47830,100
L,47650,32500
P,59200,22818.31
L,87000,564
P,43650,2040
P,,23891.59
P,62300,480
P,,864
L,,1200
P,86400,840
P,62250,600
P,53300,864
L,47301,2500
L,32600,1200
P,52100,100
P,70450,800
L,57100,2500
L,43900,618
P,68100,700
P,53100,2900
L,40000,780
L,43650,145.3
L,43000,2700
P,68000,200
P,47810,2000
P,47000,492
P,47000,588
P,68100,1307
L,35900,31
P,55100,490
P,87008,130
P,53100,1200
P,14010,850
P,55100,3400
L,54000,4000
P,60000,1500
P,68000,1124
L,68000,100
P,87000,330
P,54000,425
L,59200,2400
P,53300,2100
L,50480,600
L,68100,500
L,48010,800
L,56100,270
P,53300,375
L,43000,210
P,51100,4458.18
L,28700,123
L,31000,40
P,48100,764
L,68100,300
L,40150,2945.52
P,41050,250
L,56000,1000
P,68000,2000
L,56000,620
P,62200,1000
P,52100,3600
P,53300,313.65
L,43000,60000
P,48000,745
L,50670,5932
L,40000,122.4
L,48000,100
L,53100,300
P,70400,350
L,6400,600
L,40170,840
P,68000,517.5
P,56000,1220
L,47100,2270
L,62250,930
L,51200,7
L,40000,360
P,47810,950
L,16800,600
L,68000,14600
P,55100,54
L,21810,672
P,43700,780
P,50460,1800
L,43000,532.17
L,43200,410
P,50350,330
P,62250,100
L,47100,600
P,58200,900
P,46000,168
L,55100,550
L,43200,1000
P,40300,7200
P,87008,845
P,51000,2500
L,43200,200
P,,1014
P,68000,1200
L,53300,200
P,54000,2600
P,,1092
P,62050,531
P,59200,650
P,,1216.15
P,,310.8
P,50470,100
P,53300,868
P,62050,800
P,47820,1950
P,52200,1603
P,,385
P,58100,1130
P,87008,550
P,87016,550
L,52200,3648
L,62300,700
L,53300,550
L,40460,17500
L,62050,1024
P,,192
P,,2200
L,,2000
L,56000,399.13
L,53100,1150
P,43800,636
P,9300,200
P,48000,1500
P,68000,600
P,48300,1852.09
L,87009,558
L,43200,790
P,62250,54
P,40150,533
P,44300,80
L,56000,336.96
P,56100,1497
,53300,560
P,53300,100
L,68100,7680
P,6710,936
P,,852
L,56000,54
P,68100,1300
L,53300,870
L,53000,315
L,53100,650
L,50300,62.1
P,13800,750
P,68000,70
L,,5342.8
L,43000,387.5
P,53100,300
P,47200,275
L,51200,100
L,68000,700
P,54200,420
P,62100,121
P,71800,3000
L,68100,2177
L,68100,4000
P,55000,700
P,51200,650
P,51200,24
P,59200,932
P,40150,1500
,25990,14
L,62050,455
L,43300,1300
L,43000,1200
P,43300,936
P,53300,110
P,42610,266
P,50490,410
L,52200,2376.5
P,62150,7
L,47100,520
P,68100,332
L,62300,600
P,17000,1248
L,47100,700
P,50150,1792
L,43000,1500
P,53100,3600
L,46000,238
L,54000,3800
L,62050,150
L,56000,1020
P,47150,305
P,47100,1200
L,60000,1075.1
L,87012,1100
P,52000,135
L,62200,659
L,86400,10883.4
P,62550,1050
L,,1300
,76450,1188
P,56000,200
P,53300,1350
L,47820,600
P,68000,50
L,43200,550
P,56100,450
,88450,1700
,53100,1000
L,62200,1100
L,32000,1660
L,59200,600
P,62250,150
L,68100,600
L,57100,600
P,48050,150
L,55100,1750
L,68100,750
P,68100,2500
L,47620,1999.18
P,34350,550
L,46000,6000
P,63000,17263
P,53200,2100
L,32610,250
P,52100,1800
L,54200,2000
P,52100,5
L,81100,726.18
L,48000,1100
,58100,650
P,53000,300
L,47180,1500
P,9300,50
L,43000,2000
L,11400,18
P,53000,120
L,62300,627.5
,54200,405
L,48010,2500
L,68100,500
P,54200,1400
L,56000,843.75
L,68000,375
P,40150,600
L,,1650
P,62150,1684.31
P,11000,600
P,62050,330
P,,825
P,40200,1156
P,,500
L,43000,300
P,50300,634
P,56000,380
L,43000,4934.3
L,71700,1050
L,53000,250
L,52100,650
L,58200,2690
P,53100,200
P,87013,347
L,56100,1000
P,43300,2475
L,9000,1000
L,,1030
P,43000,60
L,70200,10
L,47000,400
L,48000,500
L,26600,300
P,53300,148.25
L,50480,500
P,77100,645
P,43300,50
L,47000,530
P,68000,985
P,56100,32.4
L,43300,500
L,54200,160
,68000,4545
P,68100,50
P,51000,159.16
L,46000,2000
P,51100,1269
L,57100,2000
P,48020,1384
L,87000,650
P,43300,1400
L,55330,580
L,51200,151
L,62150,520
L,53100,1480
P,71700,151.2
L,57000,700
L,40000,102.8
L,68000,178
L,85000,5706
L,68000,497
L,50300,4675
P,62300,1220
P,68100,871
L,88450,891
L,59200,4406
P,48000,350
,53100,225
P,43200,544
P,,240
P,87000,640
L,68100,1100
L,47800,1600
P,53300,1077
L,,120
P,46000,1636
P,59200,468
P,50150,115
P,62050,60
P,52100,1200
P,73200,1100
P,62300,779.2
L,56000,525
P,50050,291
L,45000,1190
P,40150,633.5
L,58200,450
P,57000,758
L,,150
P,87000,75
L,32040,689.98
L,6250,150
,55100,2400
L,42700,40
,43000,320
P,62200,870
P,,225
P,48300,6716.81
P,48300,700
L,52200,575
L,43000,3638
L,42610,387.6
L,68000,780
P,50490,7626
P,43500,1246.83
L,40160,2204.34
L,43200,336
L,40100,1744.83
P,53300,570
L,62300,1242.67
P,68100,359.38
L,47100,681.24
L,68000,13500
L,8110,563
,43200,400
L,43100,1062.44
P,32040,100
P,55100,850
L,48200,580
L,60000,607
P,53100,54
P,50480,2500
P,,807
P,34900,8
,,18
L,62200,703.82
P,56000,1397
L,55100,3000
L,56000,28
P,62250,6
P,62250,1037.5
L,53300,5000
L,68000,400
L,34600,795
P,43200,30
P,68000,9
L,53300,1000
L,90000,130
L,56000,2
P,53100,105
P,83000,22
P,62250,14.4
P,62200,10
,,88.2
L,93050,7.2
L,50480,1000
,43000,544.8
L,53200,1920
L,45200,10.8
L,53100,20
L,62300,410
,54000,1050
L,53300,400
P,62150,1130
P,,490
L,98107,7
P,54200,54
,52000,55
L,47100,1100
L,55100,2500
L,48000,200
L,28310,100
P,47830,901
P,62250,50
,43000,1512.6
P,53300,413
P,,1000
L,18000,375
P,56000,233
L,42500,371
P,62300,54
P,40000,36.47
P,56000,40
,40160,2510
,56100,1333
L,68100,780
P,68000,50
L,24000,400
L,54200,40
P,,480
L,43000,200
P,51200,168
L,,905
L,81900,600
P,,602
P,51000,10
P,43000,100
,55200,1625
P,,600
L,90000,100
L,15300,50
L,43900,420
L,62250,54
P,52000,54
L,51100,278
L,18500,14
L,81400,346
,53300,1500
P,43000,54
P,68100,81
L,81900,810
P,43300,60
,53100,50
,43200,1140
,,15
L,47500,3246
P,62550,10
L,27200,159
L,87000,90
L,98100,54.75
P,26500,214.2
P,53300,270
P,47100,11
L,53100,300
P,39000,39.6
P,40100,379.2
L,71700,1063
L,,1050
P,68000,2335
P,62500,50
,54100,265
L,11800,60
,57000,42
P,62300,500
P,50400,1020
L,47810,1524.73
L,68100,200
P,25200,50
L,43650,35
L,53300,11
L,87000,40
P,40470,864
P,47130,1500
P,51200,50
L,11800,300
L,21100,70
L,45000,6
L,31000,210
P,53000,264
L,59000,50
L,62250,100
P,62300,135
P,35500,7
P,57000,75
P,43900,600
L,57000,108
P,14300,56
L,56100,300
L,33000,20
L,53300,200
L,62250,54
L,58100,21
P,55100,210
P,,420.1
,68100,2700
,81300,230
P,,450
P,55100,20
L,43000,14
L,87000,400
P,47130,5.4
P,70450,10
P,51100,54
L,43000,1575
L,62050,216
L,53100,1280
L,51200,7
L,31100,50
P,51200,1000
L,51000,7000
P,68000,2
P,55100,1900
L,51000,342
P,43200,14
,53300,50
L,56100,54
L,43500,5860.8
P,62150,291
P,51200,7
L,43300,900
P,,793
L,24000,3025
P,53000,7
L,9800,2880
L,47100,50
L,68000,30
,2600,935.86
L,87000,162
P,48200,39.6
P,58100,43.2
L,6700,277.58
L,56000,250
L,43300,50
P,43000,20
L,43000,2863.38
P,55100,7
L,68000,400
P,41000,120
P,68000,179
P,40150,108
L,55100,28
P,54200,7
P,48000,400
L,43200,63
P,62050,9
L,81310,30
,81550,120
,27200,50
L,62250,600
L,47400,300
P,40000,63
L,27200,14
P,87007,6
L,53100,1045
P,62300,4
L,55100,49
P,51200,14
P,40200,120
P,53300,52
P,43500,1
P,28500,10
L,62150,300
,20050,60
L,50470,2625
,53300,250
P,58100,14.4
P,47301,394
P,57000,5
,53000,250
L,53200,40
L,47800,246
P,,34
,56100,2500
P,47500,60
P,52100,50
P,,20
P,48020,180
L,48020,60
P,46000,7
L,47000,7
P,47830,304
P,50450,187.5
P,46200,1000
L,43100,200
L,40300,200
L,47150,250
L,88450,500
P,62000,3900
P,54200,640
,60000,150
L,43000,5026
L,51200,996
L,68100,1260
,56100,450
,48300,895
L,43000,1650
L,53100,1100
P,62250,100
L,47600,4000
L,40160,8400
P,53300,2000
P,50300,90
L,46000,50
P,77400,6299.56
L,48200,351
P,62300,1000
P,13200,960
P,62300,2020
L,26100,400
P,62250,625
P,57000,650
L,40150,10131
L,47800,610
P,47800,916
P,52100,2645
L,50100,530
P,56100,1488.08
P,50300,1910
L,43000,2400
P,56100,27843.8
L,68000,2300
P,55100,300
,54000,250
P,54100,2400
P,,400
P,56100,540
P,50480,50000
P,62300,600
L,43000,300
P,,600
P,55200,1001
P,55100,600
L,68100,160
L,43900,4200
L,62250,3500
L,,5670.9
L,53100,802
L,24300,700
L,56000,541.2
P,51100,500
P,81300,250
L,56000,80
L,47301,18.66
,55100,1177.08
P,47810,54450.6
P,43000,341
L,87023,70
L,47700,80
P,59200,1300
P,55100,1000
L,47820,761.5
P,62300,600
L,43300,38
P,18500,1500
P,40000,2400
P,43000,280
L,54200,200
L,43300,1630
L,68100,2800
L,62520,400
L,40000,50
L,68000,500
P,43000,1382
P,62590,1560
L,43200,1115.04
,55300,650
L,48000,2780
P,46100,12000
P,,14.4
P,52200,600
,43100,1660
P,47810,3003
P,62050,7400
P,62250,2300
L,68000,1188.55
P,62250,54
L,8000,852.93
L,15100,1070
P,43650,30
P,59200,50
L,47000,2800
P,62050,450
P,68100,100
L,53100,2825.4
P,62150,270
L,62200,20
P,35500,200
P,35800,50
P,54200,500
P,,731
P,58100,600
L,55100,117.53
L,43000,937
P,68000,600
P,55100,10000
L,81300,700
P,47000,600
P,47301,3012.94
P,55100,1500
P,62150,400
P,40300,155
L,53300,759
P,55100,300
L,68100,200
L,16800,75
L,68100,18
L,68000,200
P,68100,333
L,43500,2950
L,52000,1200
L,55100,396
L,68000,756
,32100,1149.22
L,43000,100
P,62300,240
P,62300,350
L,,20543
P,,16833.75
L,62250,300
L,50490,1000
P,43300,6420
P,54200,580
P,,677
L,,53779.35
L,50300,7000
P,71010,11675.28
P,,1572
P,56000,1300
